,justification,filename,date,parliamentCode,parliamentName
32,"Suasana dan pergerakan calon Kangar:- Calon PH yang merupakan penyandang:- 1. Pergerakan calon ke kawasan pedalaman/luar bandar. 2. Walkabout dan temu penduduk di DM sekitar Kangar. 3. Ceramah kelompok diadakan di DM Kepala batas. Justifikasi KELABU HITAM kerana; Calon PN:- 1. Calon bergerak secara solo dari rumah ke rumah mengedarkan bahan kempen. 2. PN Perlis telah membawa kepimpinan tertinggi PN iaitu Tan Sri Muhyiddin Yassin. 3. Calon dan calon DUN PN yang lain juga mendapat sokongan dari tokoh politik Tan Sri Muhyiddin Yassin yang hadir ke Perlis bagi memberi sokongan dan menjelas perjuangan parti kepada pengundi sekaligus memberi bayangan bahawa PN mempunyai peluang cerah menawan Perlis. 4. Kira-kira 4000 orang telah hadir ke ceramah PN yang diadakan di Bilik Gerakan calon N.09 Kuala Perlis. 5. Sokongan pengundi muda dilihat begitu memberansangkan. 6. Pada siri jelajah ini juga, PN telah mewar-warkan manifesto bagi menarik minat para pengundi. Calon BN:- 1. BN negeri masih lagi belum mengumumkan manifesto BN negeri. 2. BN masih begerak dalam skal kecil dan masih belum melaksana seisi ceramah. 3. BN bergerak hanya dalam jentera kawasan masing-masing sahaja. 4. Promosi dan publisiti dalam media sosial perlu diperhebatkan lagi.",P.002_KANGAR_09.11.2022.csv,09.11.2022,P.002,KANGAR 
