,justification,filename,date,parliamentCode,parliamentName
44,"SECARA KESELURUHANNYA, SOKONGAN PENGUNDI DI P017 SETAKAT HARI KE-10 BERKEMPEN INI KEKAL DIDOMINASI OLEH PN DIIKUTI PH DAN BN. SOKONGAN KEPADA BN DIDAPATI SEMAKIN MERUDUM SELEPAS PENGUMUMAN PENARIKAN DIRI CALON BN OLEH KETUA UMNO BAHAGIAN PADANG SERAI SEMALAM BAGI MEMBERI SOKONGAN KEPADA CALON PH. ISU KERJASAMA PH-BN INI MASIH BELUM DAPAT DITERIMA OLEH PENYOKONG TERUTAMA JENTERA BN KERANA MEREKA TELAH MULA BERKEMPEN SEJAK 5 NOVEMBER LAGI DAN MENDAPAT REAKSI PELBAGAI ANTARANYA:  - TIDAK AKAN KELUAR MENGUNDI 	- TETAP MEMBERI UNDI PADA CALON BN 	- SENGAJA MENYEBABKAN UNDI TIDAK DITERIMA 	- AKAN MENGUNDI CALON PH SEPERTI YANG DISARANKAN 	- MEMBERI SOKONGAN KEPADA PN PENGUMUMAN KEANGGOTAAN KABINET YANG DIBUAT OLEH YAB PM DSAI JUGA SEDIKIT SEBANYAK DIJANGKA BOLEH MENJEJASKAN TAHAP SOKONGAN KEPADA PH NAMUN DILIHAT MEMBERI SEDIKIT KELEBIHAN KEPADA PN. SEMESTINYA PELANTIKAN DS ZAHID HAMIDI SEBAGAI ANGGOTA KABINET AKAN DIJADIKAN SEBAGAI SALAH SATU ‘MODAL’ UNTUK KEMPEN PN APATAH LAGI PERKARA INI BUKAN SAHAJA TIDAK DIPERSETUJUI OLEH PN, MALAHAN UNTUK PH DAN BN SENDIRI. SECARA KESELURUHAN SOKONGAN PENGUNDI P017 SETAKAT INI TERUS BERPIHAK KEPADA PN ATAS FAKTOR GELOMBANG PN YANG BERLAKU DI KEDAH, SOKONGAN ANAK MUDA DAN SENTIMEN PN YANG SANGAT KUAT.",P.017_PADANG_SERAI_03.12.2022.csv,03.12.2022,P.017,PADANG SERAI 
