,justification,filename,date,dunCode,dunName
9,Calon Pakatan Harapan DUN Bercham Ong Boon Piaw dijangka menang atas faktor : a)	Majoriti penduduk dikawasan DUN Bercham adalah berbangsa Cina yang berpengaruh kuat pada kepimpinan Parti DAP. b)	Beliau merupakan seorang yang mudah mendekati rakyat tanpa mengira bangsa dan agama. c)	Beliau cepat menyelesaikan isu-isu tempatan sepanjang menjadi penyandang bagi kawasan DUN Bercham. d) Sangat aktif menggunakan saluran media sosial bagi setiap gerak kerja berkempen yang bertujuan menarik tahap sokongan pengundi dikalangan belia.,N.28_BERCHAM_18.11.2022.csv,18.11.2022,N.28,BERCHAM 
