,justification,filename,date,parliamentCode,parliamentName
17,"PARLIMEN 207 IGAN BERSTATUS PUTIH ATAS FAKTOR BERIKUT: Kempen Yang bersifat netural perlu ditingkatkan agar pengundi lebih yakin dalam memilih calon yang diundi. 1.	Bagi Calon GPS P207 Igan, kempen beliau banyak melibatkan Program kempen yang besar contohnya Pertandingan Bermukun, Lawatan Projek Bersama YB Adun dan Program-Program Peringkat Daerah 2.	Apa yang dicadangkan ialah program yang berbentuk natural (contohnya walkabout) dimana Calon menyantuni kumpulan focus yang disasarkan. Program tersebut haruslah tidak bersifat terlalu protocol. 3.	Contohnya, Calon mengadakan walkabaout ke padang-padang futsal di mana pada waktu petang belia menjalankan aktiviti sukan mereka. 4.	Selain itu, calon mengadakan walkabout di Kampung-Kampung sambal menyantuni penduduk kampong yang duduk berehat di beranda rumah.",P.207_IGAN_13.11.2022.csv,13.11.2022,P.207,IGAN 
