,justification,filename,date,parliamentCode,parliamentName
39,"Sehingga 183 Nov 2022, grading di. P091 Rompin masih menunjukkan BN masih mendahului parti-parti lain. Di PDM kawasan Felda, undi menunjukkan PN mengikut rapat BN seperti di Keratong 5, Keratong 4, Keratong 2 dan begitu juga di PDM Muadzam Shah,, PDM Sungai Puteri,. PDM Bandar Baru Rompin berlaku saingan sengit 3 penjuru antara BN, PN dan PH dan PH te;ah menunjukkan peningkatan dari segi sokongan. Pada semalam calon parlinen BN telah mengadakan lawatan ke KG. Orang Asli Kedaik, meraikan jentera wanita PDM Keratong 7 dan men yantuni pengundi-pengundi muda di PDM Kota Bahagia.",P.091_ROMPIN_13.11.2022.csv,13.11.2022,P.091,ROMPIN 
