,justification,filename,date,dunCode,dunName
13,"-Calon PH mula mendekati Pengundi Orang Asli namun masih jauh ketinggalan berbanding BN yang sudah lama berbakti kepada golongan itu. -BN menganjurkan pelbagai aktiviti sukan bagi menarik sokongan pengundi muda seperti pertandingan sepak takraw dan juga basketball, fun run dan santai anak muda.  strategi tersebut menunjukkan sedikit peningkatan sokongan kepada BN. -Pihak PN mengadakan konvoi mega dengan menghimpunkan anak-anak muda P055 Lenggong dan P054 Gerik. Penyertaan yang agak ramai namun tidak memberi kesan sokongan kepada PN di P054 Gerik kerana penyertaan juga disertai pemuda yang menyokong BN. -Isu boikot dalaman BN tidak lagi timbul setelah lawatan Pengerusi Perhubungan UMNO Negeri ,Dato Seri Saarani Mohamad ke sini.",N.02_TEMENGGOR_12.11.2022.csv,12.11.2022,N.02,TEMENGGOR 
