,justification,filename,date,parliamentCode,parliamentName
23,"Pada hari kesepuluh berkempen, tiada aktiviti atau kempen PRU-15 dijalankan oleh Calon Pakatan Harapan (PH). Calon PH hanya mendekati pengundi dengan menggunakan laman media sosial seperti Facebook, Instagram, TikTok dan Twitter. Namun jentera Calon PH masih menggiatkan kempen dengan menggunakan media sosial seperti TikTok dan Whatsapp Group bagi menyebarkan maklumat kepada pengundi di sekitar Parlimen ini; Calon Barisan Nasional (BN) telah turun mengadakan sesi walkabout bersama penduduk di Jade OUG, PDM Taman Overseas Union Utara (Status Hitam) untuk meraih undi. Namun kurang mendapat sambutan penduduk tempatan; Manakala bagi Calon Perikatan Nasional (PN) telah turun menjalankan aktiviti walkabout di Pasar Malam Happy Garden, PDM Taman Happy Tengah (Status Hitam) dan Pasar Pagi Sri Petaling, PDM Bandar Sri Petaling (Status Hitam). Namun kurang mendapat sambutan dalam kalangan pengundi dan penggunjung pasar tersebut kerana beliau merupakan muka baru dan tidak dikenali oleh penduduk di Parlimen Seputeh; dan Bagi calon Bebas (Arnab) pula, beliau mengadakan kempen dan ceramah umum di Pasar Malam Happy Garden, PDM Taman Happy Tengah (Status Hitam) namun kurang mendapat sokongan daripada pengundi di pasar tersebut.",P.122_SEPUTEH_15.11.2022.csv,15.11.2022,P.122,SEPUTEH 
