,justification,filename,date,parliamentCode,parliamentName
28,Calon BN Dato Hj.Yusuff Md.Noor mendapat sokongan dari golongan belia 18 dan pengundi baru.Beliau sering menyantuni golongan belia disekitar Parlimen Tasek Gelugor seperti Pasukan-pasukan Bola Sepak Di Tasek Gelugor.Undi 18 dan dan pengundi baru menyaksikan hampir 52 peratus pertambahan pengundi P.042 Tasek Gelugor.Semua lapisan pengundi telah disantuni dengan baik sepanjang tempoh kempen berlangsung. CALON BN -	Lawatan Jentera Pemuda UMNO Tasek Gelugor ke PDM Pokok Tampang telah dibuat bagi memperkukuhkan lagi gerak kerja Parti.Program-Program perjumpaan bersama anak-anak muda kian dipergiatkan oleh semua jentera-jentera parti bertanding memandangkan pertambahan undi umur 18 tahun secara automatik pada PRU kali ini.Program bertemu anak muda yang dilakukan oleh Calon BN mendapat sambutan dari masyarakat pengundi berbanding kempen calon-calon lawan. -	Calon yang mewakili BN adalah adalah dilihat lebih dominan dari keempat calon yang lain kerana beliau merupakan ADUN Sungai Dua selama 2 Penggal dan sangat dikenali berbanding calon-calon lain yang baru bertapak disini.Calon juga mempunyai rekod yang bersih sepanjang dua penggal menerajui sebagai Adun Sungai Dua dan sangat disukai oleh golongan belia dan berumur kerana berperwatakan mudah mesra. CALON PN -	Calon lebih muda dan lebih segar.Mempunyai Jawatan dalam kepimpinan Tertinggi dalam Parti Pribumi Bersatu iaitu Ketua Penerangan Bersatu.Mempunyai Dana bekempen yang agak banyak dan mempunyai Sokongan dari Jentera Pas. CALON PH - Calon muda dan lebih segar yang dapat mempengaruhi pengundi baru dalam idologi yang ditampilkan.Mampu meraih undi pengundi atas pagar terutama dari ahli Parti PAS yang kecewa apabila kerusi PAS di P.042 Tasek Gelugor ini diserahkan kepada Parti Pribumi Bersatu atas Gabungan Perikatan.Sokongan & Soladariti dari kaum bukan Melayu kepada Gabungan PH sangat tinggi mengikut track rekod lepas. -Calon PH dilihat konsisten dengan walkabout ke kampung-kampung dan kerap mengadakan ceramah kelompok dengan pengundi Cina di Sungai Dua.,P.042_TASEK_GELUGOR_15.11.2022.csv,15.11.2022,P.042,TASEK GELUGOR 
