,justification,filename,date,dunCode,dunName
18,"Calon PN dilihat kerap berkempen di kawasan yang dimenangi BN sebelum ini. Populariti beliau sebelum ini juga sebagai seorang tokoh agama diminati oleh pengundi. Selepas lawatan MB di DUN Tahan, calon BN masih tidak dikenali oleh pengundi-pengundi di sini.",N.09_TAHAN_13.11.2022.csv,13.11.2022,N.09,TAHAN 
