,justification,filename,date,dunCode,dunName
13,"Calon PH sentiasa bergerak aktif berkempen dan menumpukan tempat tumpuan ramai dan berjaya menambat hati kerana ceramah-ceramah dan pertemuan-pertemuan yang diadakan sering mendapat sambutan terutamanyan daripada pengundi kaum cina yang sentiasa memberikan sokongan kepada kempen yang dilakukan. Calon mampu mengekalkan kerusi kerana sering dilihat mendomonasi gerak kerja kempen sama ada secara sendiri atau dengan sokongan parti. Aktiviti yang dianjurkan oleh calon sentiasa mendapat sambutan dan calon kreatif dalam melakukan gerak kerja kempen, tidak hanya melakukan ceramah tetapi calon sering menyertai pelbagai aktiviti bersama penduduk seperti senamrobik dan walkabout. Berbanding dengan calon BN, calon dilihat hanya melakukan walkabout dan kurang mendapat sambutan daripada warga tempatan.",N.25_CANNING_13.11.2022.csv,13.11.2022,N.25,CANNING 
