,justification,filename,date,parliamentCode,parliamentName
53,"•	PERTERMBUNGAN SENGIT AKTIVITI KEMPEN MELIBATKAN CALON PAS DAN BN . AKTIVITI CALON AGAK TERBANTUT PADA HARI INI EKORAN HUJAN YANG TURUN PADA HARI INI DAN PEMANTAUAN LAPANGAN JUGA AGAK TERHAD . PENINGKATAN SOKONGAN JUGA HANYA MELIBATKAN CALON BN DAN PN MANAKALA CALON PUTRA , AMANAH DAN WARISAN MASIH SAMAR TENTANG TAHAP SOKONGAN EKORAN AKTIVITI CALON YANG TERBATAS",P.019_TUMPAT_10.11.2022.csv,10.11.2022,P.019,TUMPAT 
