,justification,filename,date,parliamentCode,parliamentName
23,"Pada hari kesembilan berkempen, tiada aktiviti atau kempen PRU-15 dijalankan oleh Calon Pakatan Harapan (PH). Calon PH hanya mendekati pengundi dengan menggunakan laman media sosial seperti Facebook, Instagram, TikTok dan Twitter. Namun jentera Calon PH masih menggiatkan kempen dengan menjalankan aktiviti pemasangan bendera dan poster Calon PH di sekitar Parlimen ini; Calon Barisan Nasional (BN) telah turun mengadakan sesi walkabout bersama penduduk di Aurora Place Bukit Jalil, PDM Bukit Jalil (Status Hitam) untuk meraih undi. Namun kurang mendapat sambutan penduduk tempatan. Selain itu, calon BN juga telah menaiki LRT dari Stesen Sri Petaling menuju ke Stesen Masjid Jamek untuk beramah mesra dengan pengguna dan pengunjung LRT tersebut; dan Bagi calon Bebas (Arnab) pula, beliau mengadakan kempen dan ceramah menggunakan platform media sosial beliau sahaja namun kurang mendapat sambutan dari pengundi.",P.122_SEPUTEH_14.11.2022.csv,14.11.2022,P.122,SEPUTEH 
